Tiempo,CPU,RAM,Temp,Corriente (mA)
40,26.5,31.0,34.563,314.35975609756093
41,26.5,31.0,34.563,318.8414634146342
41,27.4,33.3,35.537,314.9085365853658
42,27.0,33.9,33.589,322.7743902439024
42,27.1,29.9,33.589,322.8658536585366
43,26.8,28.5,34.076,333.0182926829268
43,17.2,28.5,33.589,356.890243902439
44,12.6,28.3,32.615,283.7195121951219
44,15.1,28.3,33.102,323.4146341463415
45,25.4,28.0,32.128,342.25609756097566
45,15.5,28.0,33.102,347.469512195122
46,27.7,28.0,33.102,306.2195121951219
46,23.6,28.0,33.102,271.6463414634147
47,22.2,28.0,33.589,335.1219512195122
47,23.6,27.8,34.076,302.1951219512195
48,27.0,27.7,34.076,315.9146341463415
48,16.2,27.7,34.076,349.5731707317073
49,12.1,27.6,33.102,294.4207317073171
49,12.9,27.6,33.102,331.1890243902439
50,11.9,27.6,33.102,271.7378048780488
50,12.1,27.6,32.615,264.1463414634147
51,12.9,27.5,32.128,314.17682926829264
51,11.6,27.5,32.128,264.2378048780488
52,12.1,27.4,33.589,287.2865853658537
52,12.9,27.4,31.641,312.2560975609756
53,11.1,27.3,32.128,267.7134146341463
53,12.0,27.3,32.128,311.9817073170732
54,13.0,27.1,31.641,338.5975609756098
54,11.1,27.1,32.128,284.4512195121951
55,12.0,26.9,31.641,284.4512195121951
55,12.9,26.9,31.641,342.1646341463415
56,11.5,26.8,33.102,259.8475609756097
56,12.9,26.8,32.615,274.2987804878049
57,12.9,26.8,32.615,273.0182926829268
57,11.6,26.7,33.102,298.2621951219512
58,11.1,26.7,31.154,260.3963414634146
58,12.5,26.7,32.615,333.3841463414634
59,12.0,26.6,32.615,268.9939024390244
59,17.1,26.6,31.641,285.4573170731707
60,26.5,26.6,33.102,297.7134146341464
60,24.3,26.6,32.615,343.9939024390244
61,24.5,27.1,33.102,339.0548780487805
61,26.6,27.6,33.102,346.6463414634146
62,26.1,28.2,33.102,307.2256097560976
62,26.5,28.5,32.615,325.0609756097561
63,26.1,28.9,33.102,322.5
63,27.0,28.9,34.076,315.9146341463415
64,26.6,29.1,33.102,346.6463414634146
64,27.7,31.4,32.615,365.4878048780488
65,27.5,31.8,33.102,342.7134146341463
65,27.4,28.9,34.076,323.5975609756098
66,27.2,28.9,33.102,347.8353658536585
66,34.0,31.3,33.102,357.3475609756098
67,26.6,31.3,33.102,340.5182926829268
67,26.5,32.6,33.102,326.7987804878049
68,26.5,33.4,32.615,317.3780487804878
68,26.1,34.0,32.615,325.0609756097561
69,26.3,34.2,33.102,344.6341463414634
69,27.0,34.3,33.102,340.609756097561
70,27.0,34.9,34.563,315.0
70,26.5,35.7,34.076,309.6036585365854
71,27.0,36.3,33.589,324.8780487804878
71,26.5,36.3,33.102,332.5609756097561
72,26.1,36.3,34.076,321.4939024390244
72,26.1,36.3,34.563,367.1341463414634
73,26.5,36.3,34.076,340.2439024390244
73,26.1,33.6,33.589,335.3963414634146
74,26.6,34.0,33.589,334.57317073170736
74,27.0,36.9,32.615,336.3109756097561
75,27.0,37.6,33.589,334.6646341463414
75,27.0,38.0,34.563,336.859756097561
76,27.1,38.6,33.102,306.7682926829268
76,27.9,38.9,34.563,361.6463414634146
77,38.3,31.4,33.589,315.1829268292683
77,24.6,30.4,34.076,332.5609756097561
78,26.5,30.4,35.05,370.2439024390244
78,27.4,27.4,34.563,363.20121951219517
79,26.1,27.4,32.615,297.8048780487805
79,26.9,27.4,33.589,341.70731707317077
80,25.8,27.5,32.615,318.3841463414634
80,27.5,27.5,33.102,319.7560975609756
81,26.0,27.6,33.102,307.7743902439025
81,16.4,27.1,34.076,307.5914634146342
