Tiempo,CPU,RAM,Temp,Corriente (mA)
0,26.9,30.3,31.154,327.9878048780488
0,26.0,30.3,31.641,346.4634146341463
1,26.5,30.3,32.128,336.219512195122
1,25.1,30.3,32.615,314.9085365853658
2,27.0,30.3,31.641,324.8780487804878
2,25.6,30.3,31.641,340.7926829268293
3,26.9,30.3,31.154,331.7378048780488
3,25.6,30.4,32.128,312.8963414634146
4,27.0,30.4,32.615,339.2378048780488
4,26.2,30.4,32.128,319.48170731707313
5,26.5,30.4,31.154,323.8719512195122
5,25.3,30.4,32.615,320.6707317073171
6,27.0,30.4,32.615,329.1768292682927
6,25.6,30.4,31.641,351.3109756097561
7,26.3,30.4,32.128,337.6829268292683
7,25.5,30.4,31.641,313.2621951219512
8,26.1,30.4,32.615,298.7195121951219
8,26.4,30.4,33.102,325.1524390243902
9,28.0,30.4,32.128,321.67682926829264
9,25.9,30.4,32.128,338.8719512195122
10,28.0,30.5,32.128,343.1707317073171
10,25.5,30.5,32.128,319.11585365853654
11,26.1,30.5,33.102,304.390243902439
11,25.9,30.5,32.128,338.140243902439
12,26.5,30.5,32.615,313.0792682926829
12,25.9,30.5,31.641,322.1341463414634
13,26.5,30.5,32.615,340.1524390243902
13,25.1,30.5,32.128,342.9878048780488
14,26.3,30.5,31.641,319.6646341463414
14,25.6,30.5,32.615,316.0060975609756
15,26.5,30.5,32.128,338.4146341463415
15,25.6,30.5,32.615,340.9756097560976
16,27.0,30.5,32.615,304.9390243902439
16,26.4,30.5,32.615,309.4207317073171
17,26.5,30.5,33.102,347.74390243902434
17,25.6,30.5,32.615,312.3475609756097
18,26.1,30.5,32.615,318.5670731707317
18,25.1,30.5,31.154,322.4085365853658
19,26.1,30.5,31.641,328.719512195122
19,26.2,30.5,32.128,322.5
20,26.5,30.5,33.102,330.3658536585366
20,25.9,30.5,33.102,330.9146341463415
21,26.1,30.5,32.128,315.9146341463415
21,26.0,30.5,32.615,308.9634146341463
22,27.5,30.4,33.589,320.5792682926829
22,26.0,30.4,31.154,340.609756097561
23,26.1,30.4,31.641,332.1951219512195
23,25.9,30.4,32.615,319.48170731707313
24,26.1,30.4,32.615,304.7560975609756
24,25.5,30.4,32.615,332.7439024390244
25,26.5,30.4,32.615,347.469512195122
25,25.5,30.4,32.128,335.6707317073171
26,26.6,30.4,33.102,332.0121951219512
26,26.0,30.4,31.641,330.1829268292683
27,27.0,30.4,32.128,309.8780487804878
27,26.2,30.4,33.102,323.3231707317073
28,26.5,30.4,32.615,309.6036585365854
28,25.5,30.4,33.102,322.5
29,26.5,30.4,33.102,320.7621951219512
29,26.0,30.4,33.102,319.2073170731707
30,26.6,30.4,31.641,317.1951219512195
30,25.6,30.4,32.615,322.4085365853658
31,26.6,30.4,33.589,341.0670731707317
31,25.5,30.4,33.102,341.0670731707317
32,26.3,30.4,33.589,323.8719512195122
32,25.6,30.4,33.102,312.7134146341463
33,26.1,30.4,32.615,310.3353658536586
33,25.9,30.4,32.615,325.1524390243902
34,26.1,30.4,33.102,311.1585365853659
34,26.0,30.4,32.128,328.1707317073171
35,26.5,30.4,33.102,335.8536585365854
35,26.0,30.4,32.615,319.6646341463414
36,26.6,30.4,33.102,313.4451219512195
36,25.6,30.4,33.102,313.5365853658537
37,26.6,30.4,33.589,338.6890243902439
37,25.9,30.4,32.615,336.219512195122
38,26.5,30.4,32.128,354.6036585365854
38,26.6,30.4,33.102,341.6158536585366
39,27.0,30.4,32.615,329.9085365853658
39,25.6,30.4,34.076,312.9878048780488
40,27.0,30.4,32.615,306.7682926829268
40,25.5,30.4,32.615,329.1768292682927
41,27.4,30.4,33.589,341.1585365853659
41,25.5,30.4,33.102,331.0975609756098
42,26.1,30.4,33.589,307.8658536585366
42,27.0,30.4,33.102,326.7987804878049
43,26.3,30.4,32.615,343.0792682926829
43,26.0,30.4,32.615,344.1768292682927
44,26.6,30.4,32.615,343.0792682926829
44,26.4,30.4,33.102,358.17073170731703
45,26.5,30.4,33.102,304.2073170731707
45,26.4,30.4,32.615,310.0609756097561
46,26.1,30.4,33.102,339.51219512195127
46,25.6,30.4,32.128,342.07317073170736
47,26.6,30.4,33.589,330.9146341463415
47,26.0,30.4,33.102,349.6646341463415
48,26.9,30.4,33.589,370.70121951219517
48,25.5,30.4,32.615,355.1524390243903
49,26.5,30.4,32.615,373.26219512195127
49,25.5,30.4,33.102,340.609756097561
50,26.6,30.4,33.102,318.4756097560976
50,25.3,30.5,33.102,312.9878048780488
51,26.5,30.5,33.589,342.1646341463415
51,31.3,30.5,34.076,335.4878048780488
52,29.1,30.5,33.102,335.5792682926829
52,26.1,30.5,33.589,315.640243902439
53,26.6,30.5,33.102,332.8353658536585
53,26.0,30.5,33.589,347.0121951219512
54,26.6,30.5,33.589,351.6768292682927
54,26.5,30.5,33.102,344.9085365853659
55,26.5,30.5,32.615,302.6524390243903
55,27.6,30.5,33.102,311.7073170731707
56,31.8,30.5,33.589,322.5914634146341
56,26.1,30.5,32.615,335.5792682926829
57,26.1,30.5,32.615,325.8841463414634
57,26.5,30.5,34.076,344.2682926829268
58,26.1,30.5,33.102,314.17682926829264
58,26.4,30.5,33.589,320.6707317073171
