Tiempo,CPU,RAM,Temp,Corriente (mA)
96,100.0,58.9,41.868,441.49390243902434
97,100.0,58.9,40.894,446.890243902439
97,100.0,58.9,41.868,440.7621951219512
98,100.0,58.9,42.842,443.4146341463415
98,100.0,58.9,42.355,451.0975609756098
99,100.0,58.9,42.355,438.2926829268293
99,100.0,58.9,42.355,437.9268292682927
100,100.0,58.8,42.355,460.7012195121951
100,100.0,58.8,42.842,451.8292682926829
101,100.0,58.8,42.842,464.26829268292687
101,100.0,58.8,42.842,434.359756097561
102,100.0,58.7,42.842,458.6890243902439
102,100.0,58.7,42.842,464.1768292682927
103,100.0,58.7,43.329,451.2804878048781
103,100.0,58.7,43.329,433.1707317073171
104,100.0,58.7,42.355,425.6707317073171
104,100.0,58.7,43.816,438.3841463414634
105,100.0,58.7,43.329,435.0
105,100.0,58.7,42.842,433.6280487804878
106,100.0,58.6,43.329,444.7865853658536
106,100.0,58.6,43.329,440.8536585365854
107,100.0,58.6,43.816,434.4512195121951
107,100.0,58.6,43.329,429.6036585365854
108,100.0,58.5,43.816,450.7317073170732
108,100.0,58.5,42.842,463.6280487804878
109,77.1,58.4,41.381,455.4878048780488
109,26.5,30.9,40.407,341.1585365853659
110,60.7,30.9,41.381,313.2621951219512
110,62.8,30.9,41.381,335.3963414634146
111,61.9,34.2,41.381,344.6341463414634
111,85.1,33.0,40.407,442.5914634146341
112,56.5,32.9,40.894,357.7134146341464
112,87.9,32.9,41.381,425.3963414634147
113,64.3,32.7,41.381,425.3048780487805
113,43.9,32.7,40.407,432.0731707317073
