Tiempo,CPU,RAM,Temp,Corriente (mA)
168,34.3,49.3,39.92,549.6951219512194
168,36.7,49.3,38.459,532.2256097560976
169,35.5,49.3,39.433,522.1646341463415
169,32.8,49.3,39.92,515.4878048780488
170,21.8,48.7,37.485,558.0182926829268
170,20.3,49.2,38.459,436.5548780487805
171,49.5,48.6,38.459,506.43292682926835
171,36.2,48.8,39.433,528.2926829268293
172,35.9,48.8,38.946,521.890243902439
172,37.4,48.8,38.946,538.1707317073171
173,32.1,48.8,38.459,537.530487804878
173,34.2,48.8,38.946,547.9573170731708
174,17.3,48.4,37.972,500.3963414634146
174,26.4,49.2,38.459,441.0365853658537
175,46.0,48.7,38.946,559.7560975609757
175,37.0,48.9,38.946,515.1219512195122
176,35.4,48.9,38.946,518.8719512195122
176,38.5,49.0,39.433,605.579268292683
177,35.0,49.0,38.946,541.920731707317
177,31.8,49.0,39.433,531.9512195121952
178,13.6,48.3,38.459,510.640243902439
178,36.3,49.0,38.946,442.2256097560975
179,43.8,48.9,38.946,533.8719512195122
179,36.3,49.0,38.946,507.5304878048781
180,35.5,49.0,40.894,493.3536585365854
180,37.4,49.1,39.433,534.420731707317
181,32.8,49.1,39.433,547.0426829268292
181,31.1,49.1,39.433,535.609756097561
182,9.0,48.6,38.946,549.0548780487806
182,41.1,48.9,38.946,459.6951219512195
183,44.7,48.5,38.946,551.7073170731708
183,33.7,48.6,38.459,508.5365853658537
184,37.2,48.6,39.433,565.9756097560975
184,35.5,48.7,38.459,548.689024390244
185,11.9,48.3,37.485,525.1829268292682
